date,trend_qoq
2021-03-31,0.6990441700265355
2021-04-30,0.6982293579657762
2021-05-31,0.6973430144155511
2021-06-30,0.6963753268862336
2021-07-31,0.6953274639165036
2021-08-31,0.6941965665045413
2021-09-30,0.692988277052144
2021-10-31,0.6917292683088432
2021-11-30,0.6904797723160219
2021-12-31,0.6893097109200303
2022-01-31,0.6882748262853018
2022-02-28,0.6873928114074682
2022-03-31,0.6866582900155148
2022-04-30,0.6860577964739344
2022-05-31,0.6855847556848819
2022-06-30,0.6852356678433775
2022-07-31,0.6850062931925103
2022-08-31,0.6848878367786414
2022-09-30,0.6848661207500176
2022-10-31,0.684920756655386
2022-11-30,0.6850243177426073
2022-12-31,0.6851506141879091
2023-01-31,0.6852829683251375
2023-02-28,0.6854224898750101
2023-03-31,0.6855745728166387
2023-04-30,0.6857353922590514
2023-05-31,0.6858784013127153
2023-06-30,0.6859654695318319
2023-07-31,0.6859580213566328
2023-08-31,0.6858281745556742
2023-09-30,0.6855614565964424
2023-10-31,0.6851595210159567
2023-11-30,0.6846428637913741
2023-12-31,0.6840394421175984
2024-01-31,0.6833732931848885
2024-02-29,0.6826531529564674
2024-03-31,0.6818813608340638
2024-04-30,0.6810627643234531
2024-05-31,0.6802136236999994
2024-06-30,0.6793557484801319
2024-07-31,0.6785106338928228
2024-08-31,0.677693597351064
2024-09-30,0.6769131605052148
2024-10-31,0.676170431296349
2024-11-30,0.6754584860096038
2024-12-31,0.6747727453418941
2025-01-31,0.6741213504696301
2025-02-28,0.6735355391164323
2025-03-31,0.6730496879152185
2025-04-30,0.6726813547702903
2025-05-31,0.6724113212194205
2025-06-30,0.6722021056461305
2025-07-31,0.6720164764919696
2025-08-31,0.6718359654687935
2025-09-30,0.6716566631285357
2025-10-31,0.6714850144329778
2025-11-30,0.6713336143235216
2025-12-31,0.6712152047248422
2026-01-31,0.6711366715485416
2026-02-28,0.6710930416968018
2026-03-31,0.671073113999173
2026-04-30,0.6710650901493607
2026-05-31,0.671062205642013
2026-06-30,0.6710612441395638
